idx,name,opt,baseline,base,model_anneal,model_no_anneal,mix_anneal,mix_no_anneal,base_I1000,base_time_I1000,model_anneal_I1000,model_anneal_time_I1000,model_no_anneal_I1000,model_no_anneal_time_I1000,mix_anneal_I1000,mix_anneal_time_I1000,mix_no_anneal_I1000,mix_no_anneal_time_I1000,base_I2000,base_time_I2000,model_anneal_I2000,model_anneal_time_I2000,model_no_anneal_I2000,model_no_anneal_time_I2000,mix_anneal_I2000,mix_anneal_time_I2000,mix_no_anneal_I2000,mix_no_anneal_time_I2000,base_I5000,base_time_I5000,model_anneal_I5000,model_anneal_time_I5000,model_no_anneal_I5000,model_no_anneal_time_I5000,mix_anneal_I5000,mix_anneal_time_I5000,mix_no_anneal_I5000,mix_no_anneal_time_I5000,base_I10000,base_time_I10000,model_anneal_I10000,model_anneal_time_I10000,model_no_anneal_I10000,model_no_anneal_time_I10000,mix_anneal_I10000,mix_anneal_time_I10000,mix_no_anneal_I10000,mix_no_anneal_time_I10000
0,wi29,27603.0,27603.0,,27601.166015625,,,,,,27601.166015625,0.8214106559753418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,dj38,6656.0,6656.0,,6659.4384765625,,,,,,6659.4384765625,0.5147895812988281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,eil51,426.0,426.0,,428.8717956542969,,,,,,428.8717956542969,0.5400145053863525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,berlin52,7542.0,7542.0,,7544.365234375,,,,,,7544.365234375,0.531531572341919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,st70,675.0,675.0,,677.1094970703125,,,,,,677.1094970703125,0.5642492771148682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,eil76,538.0,538.0,,544.3690185546875,,,,,,544.3690185546875,0.5886263847351074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,pr76,108159.0,108159.0,,108159.421875,,,,,,108159.421875,0.5813488960266113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,rat99,1211.0,1211.0,,1219.2432861328125,,,,,,1219.2432861328125,0.6046524047851562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,kroA100,21282.0,21282.0,,21285.435546875,,,,,,21285.435546875,0.5897555351257324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,kroB100,22141.0,22141.0,,22139.068359375,,,,,,22139.068359375,0.5891451835632324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,kroC100,20749.0,20749.0,,20750.7578125,,,,,,20750.7578125,0.5882585048675537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,kroD100,21294.0,21294.0,,21294.287109375,,,,,,21294.287109375,0.6190545558929443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,kroE100,22068.0,22068.0,,22119.892578125,,,,,,22119.892578125,0.7693135738372803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,rd100,7910.0,7910.0,,7910.39404296875,,,,,,7910.39404296875,0.5946102142333984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,eil101,629.0,629.0,,640.2115478515625,,,,,,640.2115478515625,0.6131796836853027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,lin105,14379.0,14379.0,,14382.9931640625,,,,,,14382.9931640625,0.6630654335021973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,pr107,44303.0,44303.0,,44301.67578125,,,,,,44301.67578125,0.5868792533874512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,pr124,59030.0,59030.0,,59030.7265625,,,,,,59030.7265625,0.6901381015777588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,bier127,118282.0,118282.0,,118293.46875,,,,,,118293.46875,0.770477294921875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,ch130,6110.0,6110.0,,6110.7197265625,,,,,,6110.7197265625,0.7187750339508057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,xqf131,564.0,564.0,,566.4210815429688,,,,,,566.4210815429688,0.6122841835021973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,pr136,96772.0,96772.0,,96785.859375,,,,,,96785.859375,0.6141889095306396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,pr144,58537.0,58537.0,,58535.21875,,,,,,58535.21875,0.5976052284240723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,ch150,6528.0,6528.0,,6530.900390625,,,,,,6530.900390625,0.6274259090423584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,kroA150,26524.0,26524.0,,26524.859375,,,,,,26524.859375,0.6171340942382812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,kroB150,26130.0,26130.0,,26127.349609375,,,,,,26127.349609375,0.6272668838500977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,pr152,73682.0,73682.0,,73683.625,,,,,,73683.625,0.6104910373687744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,u159,42080.0,42080.0,,42075.65234375,,,,,,42075.65234375,0.6261134147644043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,qa194,9352.0,9352.0,,9376.6435546875,,,,,,9376.6435546875,0.651115894317627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,rat195,2323.0,2323.0,,2333.872802734375,,,,,,2333.872802734375,0.6712050437927246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,d198,15780.0,15780.0,,15812.1240234375,,,,,,15812.1240234375,0.6493175029754639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,kroA200,29368.0,29368.0,,29369.3984375,,,,,,29369.3984375,0.6551308631896973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,kroB200,29437.0,29437.0,,29440.40234375,,,,,,29440.40234375,0.6604273319244385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
